id,name,artist_popularity,followers,genre,total_streams,total_saves,total_shares,listener_growth_rate
09t06fDlTXOeCrBWaqaaQz,Acoustic Odds,19,7799,,2104300,323715,34531,0.26
0TtBVSCNHItUJOT8PEgsNd,Planet Wave House,19,108,,3560669,274196,34291,0.12
3CCAetE0sFpegAh0V8xJLf,Gardella,19,1714,,2315020,377685,34142,0.27
7FXc34uiR2yOeJ6iG5vIke,Hal Leonard,19,836,,3437712,337275,35706,0.16
1pFzH9VOqlXZECmgnGX4Iv,LUM1NA,19,1444,,2264791,268480,29307,0.1
0jsnWJGc29Fy2fZHy71Ykm,Meditação e Relaxamento,19,482,,2388491,374884,29538,0.22
3lt7i58eXYF69MKiYAVd2h,To Whom It May,19,4494,,2515280,347035,32802,0.1
4gE4nbJ460TkJHS9ycUWYz,Yoav Ilan,19,1071,,2986215,196464,26680,0.18
7AnHoUdxdmcrl2HpNJRyqY,Wes Lee the Wordsmith,20,661,,2857645,242508,37055,0.24
72hN7cwaC3Q01MVty2dti7,The Parakit,20,3306,,3352095,208816,35057,0.21
32ZExi6NKMCjakKJ5GmDRP,The Believers,20,1417,,2264132,216003,30464,0.28
0yUVKVn3wefxfCPLtpBEP8,SHUDDER,20,1277,,3378095,212796,25548,0.23
1pBLRwZSkrL6VG8QNo5WQA,qloadd,20,414,,2462738,349258,25788,0.17
1LDtScuIIwQ1PEAp18UkbF,Kotrof15,20,56,,3132605,323424,35351,0.21
6RJJCvgusfQ15uBbmCiRf8,Obserwator Świata Faktów,20,250,,2074101,273926,25766,0.24
3ZgeST2CzFVEE2twmsj1Ra,DJ Mimi,20,85,,3649354,387227,23683,0.2
37sm9ABde0Mumbsbt5qpd8,Imaginary Friends,20,88,,3431363,235653,32946,0.28
2I3ofr8HegFQc4k268Xkun,Blythe Baird,20,5583,,2917840,291490,26965,0.14
0YmHwOza1DDAgjOW4S8Pmj,DJ AURM,20,381,,3207169,312476,25432,0.16
1jkQOLBogBpRXgAgKZvyWM,The Viscounts,20,1410,,2723383,288613,21980,0.22
3UIr0NbZyET0Dt7ErPmPGd,ELWD,20,2874,,3312582,273672,34429,0.16
5Xa01VlX5LW6zSgqyQRUea,Ron Jones,20,1727,,2170283,341799,35618,0.21
3uh24rl5S54CwWYNF7G7wk,Foolhardy,21,243,,3165848,370779,28469,0.17
7pNHTxTRf9IsqEGZJ25N80,MAVERICK,21,844,,2904077,333777,22067,0.11
49LIV2bIzzfbBbP1qL6UMP,LONO,21,462,,4092130,394493,39012,0.29
2PYE2tOcLbVWx2fpHSnFg0,Who on Earth,21,2003,,2303047,314828,31484,0.11
6cd0NAKYLoAVLp6s3hUi2R,Sunday School Songs,21,1019,,3391034,351149,32641,0.23
5jd9PgRJJTmg3aBVaBr1Za,Lounatic,21,1081,,3134753,210829,32880,0.31
5UkRFg0R2XAKP8cblv4otm,The Roues Brothers,21,899,,2514983,274643,33517,0.28
5esx7LUy4qu4DOuy9PhOwF,Worship and the Word,21,1043,,3272573,345073,34325,0.27
1BcVcQSm62nEv8Sbfq9O5m,Deijeion Russell,22,86,,2313626,283229,33361,0.29
2g6r7PuDgniJy8Mg2jeeLK,AN YE EUN,22,208,,3398269,271404,31449,0.26
70uAxbEwXzRjLIuTFpdolw,Jonathan Rado,22,3844,,3701062,321146,28015,0.15
0GGMX9pAQ2AIeeCUHZhFsX,blare,22,370,,3195266,294187,32744,0.17
4h98MBwmsDRqGMGgQKxNIw,Música relaxante com sons da natureza,22,11969,,2689079,412006,27503,0.18
7bFcBDcuCO29JuEBU19yw2,Dj 2urbano,22,3,,3440515,273157,26117,0.2
6lkaWdA2vwT75qJ1Lgocun,Christmas Music,22,8,,2442640,365980,43122,0.2
49puftNergH1RRN6qfflut,Jared Anderson,22,15547,,3032411,269175,27276,0.22
6HV1Jdg2FAn1QMSl7lPl2l,The Beatangers,22,15032,,3874251,321175,40709,0.18
6LDrGuj27yWlwh8GuqL5wu,Ruff Maab,22,8,,2660650,273108,36378,0.14
6rYTTx9HCMsfRL3GBecubd,AQ,22,3206,,4185205,247344,34747,0.26
0GxWBjouaNSZQuKDRPo7bs,Bud Souley,22,715,,4365442,286503,31704,0.28
4dqYDXvDmsci50F5P6j6D4,The Kids,22,524,,2917992,287856,35049,0.25
2KYLm6HnHyEjSU06m6GNRe,The Last Whole Earth Catalog,22,3512,,2702989,327028,41713,0.18
3MP56JxB4dnZyU0qO6VVRL,Apollo1027,22,3420,,3473535,431930,26535,0.14
4s3NQxHZqjWX54ZeEwjzkR,The Macc Lads,22,11170,,3184865,439470,34061,0.22
2EefxGBjKXOmKIBcDQjKmA,Yogi Zone,23,341,,4310254,327351,43503,0.17
7lIiOcOBI059zW6PY5Ghqg,Mo Bangaz,23,1769,,4465395,278962,34152,0.29
03JplRxWHu0ohQNizcEKXp,Ryini Beats,23,6355,,3118653,396864,35423,0.12
4JD3Ymq9rvyd08YdulXGgc,Ka1zen,23,21,,3813340,322358,45358,0.31
2zEGZaYnEVjERT8iFHfArc,Lena Hall,23,8372,,4458861,385075,36188,0.12
4Rzxq76MopMvWhggSgHjs4,Canções de Natal Ilimitadas,23,356,,4226065,376271,37202,0.17
6MpBb5gKHbUSJUySl1B3XM,Hugo the Drummer,23,80,,2813522,362529,28591,0.12
4xRHxuyZk3etGj1eXTOKLZ,Sound Bath,23,49,,3842997,239403,36592,0.14
3SDqTLOPinNr52UDKAkgQy,Sue DJ,23,2198,,2412131,354271,37460,0.14
5biVPTtggaWCFuygrkLnfX,We Found a Lovebird,23,212,,4358024,309695,41014,0.31
7D7x8UG2oPE8pG5t9FDJrF,Ricardo Alves Pereira,23,123,,3390686,444692,36885,0.29
0Nk1qaHUMEO3JVu2zNrpfH,Immaculate Fools,23,7924,,3477281,312640,43817,0.28
24q2VAybFrs4Lzy0eEnXga,Abigail Fierce,23,5354,,2557353,303155,25493,0.14
3DbbwN6KiTd1SiudMbIHvo,Holiday Rockers,23,226,,2818055,303338,41474,0.13
6lzjqfw8PoCiR3Nzbbkebk,Addy & C2,23,1812,,2584859,337366,42706,0.32
6tvweLWAL9YBiZGMg3d8P1,ZAYKRRSAN,23,1618,,3985977,415722,42799,0.23
3ZiAQzbV4OdaXl0TIRHKZq,Radiant Retreat,23,30,,3454453,446664,41919,0.27
1BZmnjZ0RgYCxW3t5TZmSV,Wombino,23,1906,,2807895,347853,37844,0.15
00C73Xx0CjkOplGXeBaQUo,FAISOL AMAR,23,36,,2405840,412004,43237,0.29
4mnNOIJaC96CSNIj8Z742b,LAMANT,24,625,,2701402,264808,26046,0.33
6HMAEvj17gDdNB5EotNEOe,ABOUT THAT,24,4794,,3755407,268716,40429,0.35
4XolfvzS7SKIn6J8sLt4uX,Mf'n Music,24,1109,,3010899,450520,43079,0.35
62uwZdeyn8qo8qhaVr1l6a,David Ingles,24,1935,,4719708,402273,28292,0.28
68tgBoDueRzHJqVOHYSGVm,Aatulove,24,490,,2892761,251561,40443,0.18
2VlmDb05CPERyCZfmZI3x7,Dogpark,24,3639,,4099925,451597,29580,0.29
3YnnRFY9QQ9F91WEnvTILG,Redhot,24,1168,,4675592,301911,26198,0.35
7E9Drl32NQ2bN4vzPsjTq3,Those Who Dream,24,10833,,2678402,329049,32256,0.22
2RrkYu7kvdnvglnKJ378z4,Macatizm,24,561,,2653284,347733,39890,0.24
4eIcdTMy8xAImkus0fiy9u,Chris Dior Jones,24,3737,,3671808,381813,30195,0.26
6HNnorBT1R9UudaRZS3y1V,Tank Dempsey,24,121,,4541369,433336,38403,0.27
3WchDhIvtJqPB9zIVk48SV,St. Seii,24,8710,,4139557,460684,28632,0.17
4GqzCNT9UleuNRQNyszteH,Int Kint,24,79,,4494952,355818,28788,0.13
24Nbr1kSNO40XHHhvtex1O,Rocco Frattasio,24,6807,,3884912,449595,26400,0.3
6CHE11zQgtBVqRvyHc4yIo,Josh Cohen,24,6861,,4746755,407710,34407,0.35
3yw4uZPLLaQZW0hIyZCprZ,SAFETY,25,3771,,4904090,358836,31661,0.33
6ltSOxDlvbOiogtj7QUw2x,BabyGoodnight,25,77,,2842070,439023,25006,0.2
7dIxU1XgxBIa3KJAWzaFAC,Nirvana,25,20839,,2847753,299076,39753,0.34
7b2Epi29i4II8KwPyWBvg5,Lil M2a2d,25,159,,3270997,403951,27407,0.22
0I5qKYca4zEJZ4BjeSG6ff,Masuna,25,7112,,2837169,388695,46744,0.26
1YQYmPfCoUwiaqebj2NOfl,Beniton,25,6907,,4530047,429222,48570,0.19
1yraXwXFQ7TWljCiHGsA3s,Koalres,25,324,,3348498,263026,39977,0.22
38sP12RkYcNnF8wxsLeIGq,KG Man,25,1593,,3244023,281314,33428,0.21
4WWO0yRHkxtKuXvhUvHbiS,WuKong,25,6377,,3401678,383870,30670,0.33
6l3OOpZhosac0zK5OercVd,Dethraxx,25,721,,3955031,487498,45466,0.14
5EOY61jyr677RT6uZi1YbK,Terri-Anne,25,784,,4188152,306346,37815,0.25
1yAehYAtmnLMWUMcFZpXLC,Freddy.b,25,1601,,3945958,430011,39105,0.24
7JAnP6rdopPCrMP8ug673U,Boy Of Eros,26,815,,3883061,442439,26342,0.26
1CgoEZZkXAavZww36v0u3m,Juan Perez,26,1962,,3887069,381273,38419,0.17
3rZyM3tPA07CqzDe1yL257,Brain Power Academy,26,776,,4156848,441478,29334,0.31
6nruQV5n54zVYxSucjzRwL,Those Who Know the Son,26,55,,3898220,339467,42309,0.19
54ktIt4ogOAHrCRcCmboxb,sxd,26,658,,4665194,262982,26591,0.19
2bDSLK8y2edA9n2TPbzv6h,The Little Ones,26,10227,,4079621,422756,37481,0.16
2n1V4n6WtLO0NasvGUfj7g,comcaster,26,746,,4205296,266939,41229,0.28
0uZvbcofvQUs20ZqFp8xUp,OMXS,26,208,,4306169,323881,41711,0.16
4RNeeTuz8GvskLMjyCqZ7A,DeFend662,26,2036,,3782890,483556,42273,0.28
2YdPQoOU7URN11rvvY8ufK,The Sikc One,27,2826,,4100678,360341,34353,0.4
23nVOrmuIA5WDBVpsU4alV,Whoisrune,27,1122,,3630271,429999,48812,0.19
3lbmWiox0AFbPRH2zTuEjJ,J.ME,27,6939,,4501210,347807,31002,0.19
5awFg11m6qCdmOsy8LxEvc,Solas Composer,27,4415,,3161930,306089,28996,0.33
1I1LEO1QC1NWuWnrzFsvZO,Liush,27,943,,3089934,298033,45926,0.25
2nBESHLVErh34gRaXhIB18,Tashaki Miyaki,27,11814,,3200355,412309,45851,0.36
1pysdJYQUHmXeDPFuJqxAF,Onsa Media,27,12023,,4175679,339565,35672,0.36
7xmRgtwTTPHuq5UwJ0oeTZ,HeroicMonk,27,1739,,5040173,334601,48652,0.36
3RaCDaBlQgXnoEvfHfABAG,Housecat,27,4005,,3985381,376181,48316,0.33
5KZfRaQHfjizCZsoRV9vqA,Lazarus,28,6778,,4051988,513265,40817,0.15
1bBpkOdloxlmf0ANX9xBgX,GOODLIFEPAYS,28,51,,4057974,519340,49344,0.22
3A5tWoDtoFc0xqd8shfwWd,The Masqs,28,2115,,3160499,458166,43525,0.35
6q9EgMHLppNbjFVQZWeWSP,Dosey,28,3620,,3922711,414418,34893,0.31
2VrMa9zXPP2fKEka1xuUsR,Bubbles & The Shit Rockers,28,18853,,5593206,540624,44739,0.22
6TGzULYfs40qzykj8ofv8a,Awesome Anomaly,28,198,,3251583,388923,49657,0.32
3yx3WKPrusbvIjbU0Vxn0y,DANQ,28,145,,5171058,340731,38999,0.15
2nndN7mS4JLkf76ch9uyO1,Whoseray,28,1324,,5020589,450064,37560,0.42
4XLP0Usn2gJInlAWeGKht2,Whosoever South,29,8523,,2934128,376858,42765,0.38
32afBf6krxDwuikNzoXqtm,Geronimo Stilton,29,2958,,4298407,522786,36179,0.43
1eFjaRcdbH0kwE1UpQAWWk,Whole Damn Mess,29,1013,,4276016,369429,34875,0.2
4ENsV0TqWrUCMQkfmAtiM2,bobacupcake,29,4593,,5486319,315113,52066,0.32
2tIerRKCwa3Zz1oVBDOUlq,Tarune,29,5539,,3441500,321718,35403,0.37
6dDc6feI6PVZ0ItbpdNexF,Drop Tha Bag,29,3,,5290497,449394,40811,0.35
4iCd6CfaZlvgPGe3acqbmQ,OTE,29,4005,,5154333,506265,32476,0.26
5t9l2n4rcvGkR1Ow4a6C8v,Brainwave Music,29,6718,,4843459,562839,29329,0.25
01TdF2ZEvA91OvXXuJfQfQ,Joe Layne,29,6405,,3622267,489491,43165,0.24
0Er7sGgVlLeu15b2gsKyHK,Orcheed,30,710,,4849935,397328,37209,0.23
1r6P4oTQ7kUvMXTkNjrb4C,Rio Rainz,30,5868,,4848913,463140,32273,0.23
5t0KCCFs6BIelOxE4XGDRT,ELLIANA,30,8594,,4618339,475218,42904,0.36
4yOL8HRKo4sp9AKMddRlyB,Those Who Dig,30,80,,4858443,467012,46230,0.27
0aBPMcLhrn3tnMGPkSnMcX,Calm Collective,30,806,,5928416,336294,55305,0.32
0IS58Ex8EHGz4Mq1C7reVq,Hair evil,30,86,,3917346,426697,30812,0.3
7iGyHL0MMwmyScIHOuW7Lo,Jonathan & Friends,30,4076,,5349085,395285,34654,0.24
4lHtr3k2oeLN4wqDAU5LSs,Country Roland Band,30,15070,,5258653,379611,37813,0.33
43oBGBlKaDxrti8m7QiQrC,Nature TV,30,9324,,5423965,370770,44902,0.33
7nTnRM41YsBBdTMGkUYfUO,Li 9,30,3645,,4191619,580320,36567,0.19
2CXVeT982HeechgvKI3f2v,Devon,31,14479,,4468437,382526,57450,0.2
0YsYhESxyHC1kuMm9Mbm3C,YT,31,6830,,5278555,417637,31169,0.4
5gp0qfvidEBit8aWKh18NA,CARMA,31,130,,4582126,397163,53040,0.46
3siiGK92Kp77rCWc1vOWUI,avatar zen,31,8422,,5935113,329201,31076,0.27
2u61DjiZ1enHEoMjWWdeGL,Travvy OT,31,1330,,4530201,541317,32101,0.3
4SylOSCxBP4RElzdfrdIKx,Mother Moon,31,11618,,6019143,424859,55002,0.39
44KpfhS8csxRCAO0UwnFFE,Татем,31,2976,,3402766,565446,35056,0.31
7hp6PmppZj6iiolLVT4iEZ,Alix Page,31,18731,,5068668,591890,56326,0.38
7f0dW7gYoWMYZRzYgHovyA,"Dr. R. A. Vernon & ""The Word"" Church Praise Team",31,19850,,5288724,527815,50797,0.44
51HLurY6ZdJtatIdyeOrBI,Dean Mickoski,31,3829,,4729507,603315,33248,0.17
2gzXe1MitsMjpK7NudXNZf,Philip Labes,32,33776,,4566191,593311,63080,0.37
6jbjOlX0dBWuN9bRrnTuOy,archived tre,32,392,,3735035,350278,35507,0.4
4iacLTb2GsIzvYETKvzD1A,Primoris,32,433,,3409252,510439,37244,0.17
74RDfhi3g8pfpmMCrQUtpF,Micky Blue,32,2598,,6086455,335363,57032,0.24
4INpCNtJho77CQ6ZOfk5lP,WHO SHOT SCOTT,32,5983,,5136631,511292,53753,0.46
1oB9p1mAZTjqsRTRtWLtIP,Ellsea,32,2371,,3891517,518947,43670,0.45
5FFXksa2XnPdQ6ImtCZstd,Piet Junior,32,6480,,5820724,389007,60215,0.2
74AwWFYdjQ3ER5vHO4H7b0,JOSHUA (SEVENTEEN),32,22541,,4935616,505728,48108,0.33
7lVkxife6wddYv0VQMevXp,theyluvoscar,33,98,,3703545,472337,47662,0.47
0MhNojJNQsaW1KXqKTX2Y0,Aysedeniz Gokcin,33,16098,,5177726,533214,47689,0.28
5zw9EvgepKefB5tsA2T29o,Gavrill,33,693,,4195854,457436,33135,0.19
6ZA5nkMYEmF4ujayMIvLCg,Frank Loesser,33,2069,,4520119,613491,63062,0.33
7IEFZbMGcN4CeStdRoTfIa,Chompi la nueva melodia,33,195,,6228950,402286,34030,0.41
7fNu9x4iV166BQmQQKOmXl,Steller,33,5618,,6222204,548438,38318,0.36
2XHJ36WzMJKpDk6fLl6lMo,The Hics,33,33542,,5105510,575580,61657,0.2
3nIcQVdfwOygJwa3qGp0Rh,"M.E. ""Da Great""",33,2436,,4409232,597772,46545,0.33
3UTCjjwxYJioyA39EX6ciu,Mike Sabath,33,3983,,6534105,438711,46868,0.19
3XQt54FgUicxzoofLznkeg,Hikigai,34,2244,,6695101,348861,56795,0.2
3UQokJfoLRXZaSF111Vpyz,Torii Wolf,34,9228,,4639321,478310,49959,0.42
0elSJZFrHnayc7AUCkbWAl,Pasha,34,4973,,6503374,451629,62792,0.39
6k2w66pXdzgpcGvLhelf7T,Gerald G The Mentor,34,279,,3433856,521177,49678,0.22
228S2X3CoyZl9klibKOTJt,Samuel Mancini,34,1708,,3609414,346402,66770,0.49
6WvNBRZucAPNYJx6TWsFXZ,ChroNoiR,34,38045,,3440223,402739,64021,0.29
5EeKjYyhShbMaLgOVfziLl,OneStopTru,35,45,,3747581,370416,35589,0.23
2O8aFSjHJtYFsnvww3Hct2,Chilla & Yuk,35,1157,,3537361,577914,54937,0.46
6kgA8XIDCbpDdLlF3fCNKN,Dante Rose,35,2623,,5003402,441154,36615,0.29
60rMdGz59CkggPcQj3Eeip,Schlaflieder Für Kinder,35,5327,,4992468,666384,64590,0.21
4WOBmphh5NKzR73LixPVLx,Pianoscapes by Nathan Seiler,35,501,,4295362,629811,59446,0.26
5FlTKgucbhHvlJVf0pnvOv,Trini Lopez,35,32431,,4399885,535911,65806,0.26
3Jm6kDs1lVTJSiIN6fZyP4,LEW,35,11170,,6184398,438513,52950,0.23
5EDkJDlRNcMs3ewliB24QA,Lo-Fang,36,115505,,6408210,494556,54815,0.5
4SbxjAOQzbUXtqjFTbufd2,Kamro,36,2172,,6756523,657503,40937,0.47
5h64n7Ydced2gX5ALjjRRH,Clearmindz,37,93,,4938480,687294,46621,0.37
62AQgmEbWNT2jh8uL4PfRR,ceo@business.net,37,27132,,4751580,458868,45824,0.45
5HQCjB5Ij2yhUo141Ih1s7,Maggie Stiefvater,37,9806,,5113552,619254,66779,0.21
0p8jAgWgQ1k8Ap7WpAY7pk,Troy Bellow the Profit,37,4592,,7000510,609947,67184,0.31
5Ba8tFWpZvPlyOEQmx0E4z,Onlife,37,2523,,5464743,671174,45398,0.49
2JrhPDzg4LKb9dJ3wORxix,Luwop,37,5020,,5518673,513887,51019,0.36
4L0yarQL5bASSvIX8BIX1U,Andrew Jeremy,37,5384,,5938614,459468,49051,0.24
2P64joyhsQaekrBR6LZRQ3,WEB,38,10219,,5412113,414541,57462,0.48
2eGaFZKIgzdBzovANfCaOd,BabyFaceWood,38,19524,,6890019,631306,71549,0.26
0DqFxv4ZnxzDc6KPt6cUD5,The Retaliators,38,5116,,4643439,422205,58454,0.36
1ZNA8vzdCn3mKSUSPkCkRJ,Dalal,38,4292,,4772119,645425,42332,0.21
66t9jFMMHlihDiM2urzKHs,Chich,39,3790,,7405360,720849,51742,0.4
0EV4NwVuVWQSb19BySm3gQ,drogi asfaltowe,39,5,,7422181,759922,58873,0.25
6r3P8vd7fAgGz4BfsbqBnY,Dennis Kuo,39,10251,,6701094,708075,44361,0.49
3rI1MlEg2izkoKoKGA3898,Tito & Tarantula,39,53974,,5089277,504322,41735,0.25
56C07WwXqmNmRXSmkmJFsK,CJ Music,39,8909,,4297580,517651,54466,0.2
6DY6xsCBGZHrG4PWSG5paz,Sorn,39,93259,,7389535,432543,76752,0.28
1zEx84twaro5PvvD3yTCom,Anweezy,40,7598,,4109682,720179,50679,0.21
3L7yYf09MZWuZhZl5e92Xe,Smith & Myers,40,61062,,5430898,490742,48940,0.53
7G7JWOsGhDMily2HtfzcIZ,Evvie McKinney,40,30415,,6740397,524083,45881,0.36
2VhxLzKBBF3mRhJnBRsuGI,KÖWE,40,12155,,4619366,403358,46356,0.23
7n1EM42Fseebd9H2p8eWWS,New Model Army,41,101167,,7503148,551379,79903,0.39
5OhsS6nG8LaW0V6QtxIFr0,TN2020,41,302,,8108744,799487,59975,0.61
7AgbNZPRrvTpWjVbbPoUmU,Odie Leigh,41,57607,,5206429,797441,67566,0.36
0GVMWwbwdS6Ea8S561grht,LOVE BOSSA,41,3342,,7068169,546389,50619,0.4
70IRyiXZdU8eIY56M0sBta,AG,41,13541,,7524989,747123,64161,0.55
0gpKF3glmDzK6kEZPCMkbn,Jochy studios,41,32,,5014287,639504,76265,0.37
21XyOZOtOKXLbPPXPIxPvX,The Guy Who Didn't Like Musicals Cast,41,12352,,5458295,424778,49875,0.55
3ftN8nO5MIeLwrkAympIWv,Dav Pilkey,41,3952,,4700082,601720,80196,0.54
0q66IFlScb4fDO2sgZSrfZ,Uninvtd,41,17787,,7953821,705455,65115,0.51
6NXrsSyjmxtUrYh3kaAexZ,Pêtr Aleksänder,41,4640,,5386127,687752,68295,0.53
6fyNgyH1Fnu0JYDOOfv5Ez,unkn6wn,41,6395,,7711954,776353,54318,0.3
5OqR2VGSqk60tMFN8eINMN,Slugs and Bugs,41,17766,,6555729,749842,73882,0.57
7GlhBPosLYBE0z2Ft3drxl,The Fun Squad,42,64399,,7391287,595755,43503,0.61
7yMjwoLIGGS15LpEygWO07,Eltio27,42,51,,8308482,440551,81076,0.45
4692UZCB7O1fZWTaSLplDQ,22francc,42,11984,,7552974,471947,43338,0.27
72TRHiF9vPzDe78D4PmHWv,Stevie Bill,42,7168,,7493126,503849,78125,0.38
5TrkbV9x6OdTBlzWPJeBz5,Youngr,42,115008,,6223976,711533,67239,0.39
3tgBwjfL3ycAT49VVpkfnE,Tommy Vext,43,47716,,8080865,579617,70687,0.53
3LVYHgfHgCTy3QSRt5kKQg,Rasster,43,10392,,5301993,632177,61053,0.42
70Mtv8bWyfIXjxORsNnqq6,Beth Crowley,43,66499,,7230958,551955,62341,0.33
2zC8RU0p5FvJeCPPLVBR8K,Rudeejay,43,28421,,6506466,770310,53923,0.45
3o9SkahUjtGQ6U9IU0BjhI,TEYA,44,13740,,8600309,603735,65411,0.27
15L5cGvj9QNJicO6rVVKze,Amrita Chaturvedi,44,1113,,7425659,854396,50154,0.47
30nPjmKTLjCbCJPdAbkioa,Myongz,44,1057,,4801373,745982,80016,0.47
6ZH20HENHKQWhOcmZ5OYq7,ELIOZIE,44,20214,,5872738,503129,50683,0.28
2hvntb0GuCXAFKwgc7X0o5,Chonny Jash,44,22148,,4701389,440310,78340,0.28
5eVh2c6WuigJCj1WrHfnd5,Yaakov Shwekey,45,123654,,8298172,684944,61397,0.25
5rZUNweztKBI1Xy3XhYHoJ,Danielle Ponder,45,48181,,8069916,525584,57598,0.43
0xINRIbSlxfjqTrL3gjsld,SLOWFLOWS',45,11919,,4617030,746117,55152,0.42
2MYLLnpnWNZfBzhrWWltw5,UNORDINARYBEATS,46,2728,,4888006,487842,77341,0.62
7bcQEDf9oF25hVR4ZgEhzo,David Kates,46,616,,7710820,711229,76519,0.65
7d8iRPIyE1iqRqxXdoqUhE,lil obnoxious,46,3659,,8913334,794662,48144,0.61
7m1XrFL6HVKlTlJ4R6kUcX,Bravo 1-2,47,6596,,4807154,843284,89136,0.29
3b6TinIPahsS8iSCYAeinr,Galt MacDermot,47,33854,,8563505,618032,68388,0.24
4ffPkIlhB0oEmGr30n8tJj,ta2cute,47,12919,,4733776,852545,83607,0.34
0dKNwVc2gaxqvpAl2Hy5Ic,Teuterekordz,47,27704,,5625299,574384,69720,0.66
1ZjXhESKpjsv31L7ykuJBE,Mckenna Grace,47,84105,,9135093,483373,57313,0.63
4sZUjcadzNOmnXYEZL1E5A,Lil Travieso,47,38736,,6415906,846144,91356,0.44
2S11VlKvbvSKyyb7Wk4YP1,Oracle Sisters,48,45881,,6815505,891478,57051,0.48
1ZwAwymAUb2hTFTMxmNbL5,Pause,48,478201,,5517809,787600,61473,0.32
4xPJreMS73eeI1VNIk0paF,Invention of Light,48,79,,4832476,920058,79728,0.45
1fnrYVE13eI1MwXwlI7ehi,Mount Hayes,49,2185,,9514257,846311,64293,0.55
0YgZTREOQz8oOGVABXEoXi,Boys World,49,103040,,7309873,883693,69271,0.49
1I0tv3cE1cDIJvQpHyuCYN,Icandy,49,17075,,8756642,901913,60959,0.27
4FRUdOCdgipvj69Ldv6kVQ,The Rollin' Deep,49,14228,,6901544,736970,63325,0.53
3MuhX7tuEdOUvsOGg7ui02,Barry Hudson-Taylor,50,1026,,8329463,756347,69315,0.57
4BMtxSIHPpG1WM2TbvNjiR,Old Gods of Asgard,50,52619,,7219697,796968,66727,0.26
6012kczHExxqLw3N9xnEZ4,Alies,50,9672,,6194396,709310,73819,0.26
3bYRwq4eiCjlBOMl3aDxEI,DIANTIC,50,792,,9521114,766147,70379,0.45
1yYOdNoOE03lCh6qo472CK,Tui T. Sutherland,50,11922,,5781094,839686,60068,0.56
3rvluTyk2vmAj3dN1b0bw8,Angel Ureta,51,17071,,6222601,529230,80579,0.49
013zmpwJVA8E15pb1hM68O,TakaseToya,52,34801,,9228991,934262,73217,0.43
4yeGmRY9a2vswZ47DGqKJH,Naessa,52,7995,,5989729,614078,95490,0.64
2HJMjrjAQfFCJ41EoLX9VG,M Row,52,20590,,6358154,574307,94129,0.26
2304Hcgi7OV6YL5Omhx6A4,BashfortheWorld,55,78565,,9727970,1095990,109496,0.55
5QctO1zX3iZBFYLilIJW9Y,Jordan Henderson,55,3965,,9082956,868057,102375,0.44
1REvGGP2H7cFLGZgK2sStO,The Lantis,57,13565,,8363696,751741,110030,0.68
6ztKrKekC3nb3nCBoy9HUt,ENNIO,58,76319,,9257796,1094459,91898,0.35
4Q7FV4mw6Q3va79JwftGRv,BabyDrill,59,41954,,9109886,631292,105236,0.5
411gzR1zPJGl2WLFKxRVYH,Van Vogel Ensemble,59,497,,8223694,762203,107583,0.59
03Tk5nZMEoqaWZOXoiN7Km,Sleepy Tom,60,8751,,8488301,1123989,65116,0.37
71UHb0juSLfDoktgvCELin,hako,60,41340,,10794907,738977,67499,0.64
1XcbmsczGDkYqrqIy8K89H,Stardust Vibes,61,10554,,9661086,974373,101276,0.63
0g0ZYLiNYI4kMg8MX76bkN,mikeeysmind,68,71588,,9909779,862194,119586,0.43
33rnQWadiG2aauIwIxPxfB,ZWE1HVNDXR,68,94143,,9629725,1344456,116322,0.65
3z97WMRi731dCvKklIf2X6,NEFFEX,70,2450561,,7900718,834367,131084,1.02
4k2MyP64uZ78mvjKd1Ciq2,KIM WOO SEOK,36,225686,k-pop,3915845,586562,62425,0.34
61MMiylth1injW39oZBuYB,San E,36,85795,k-pop,4175156,710027,51667,0.48
6pC3vnUgNVITdYMMXefi6D,WONHO,44,831296,k-pop,6068496,817957,78316,0.28
0iQGSzpJ0G0lsugv8jsJHd,OnlyOneOf,44,366365,k-pop,6256164,546973,62468,0.36
5DuzBeOgFwViFcv00Q5PFb,WINNER,52,2552287,k-pop,10132707,804654,57226,0.77
6XXKPxRX2WWPPtfodzpc2v,KEY,52,638893,k-pop,8005544,522968,92952,0.41
5iRPbkcPmqAFFwDUj6ywVS,2PM,53,825225,k-pop,5340546,747662,99313,0.65
0qlWcS66ohOIi0M8JZwPft,GFRIEND,58,1585074,k-pop,6263986,857658,105794,0.59
64k5e9kV9MdukXjFrR5R37,Jessi,59,2006683,k-pop,7852072,1041180,105690,0.45
3ZZzT0naD25RhY2uZvIKkJ,EVERGLOW,59,2031581,k-pop,7228394,830742,89220,0.31
5TnQc2N1iKlFjYD7CPGvFc,DAY6,61,3210332,k-pop,11966884,865970,112695,0.45
4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,63,5100166,k-pop,11328812,809685,121774,0.73
7cVZApDoQZpS447nHTsNqu,LeeHi,65,1651030,k-pop,9097321,911270,87213,0.95
3paGCCtX1Xr4Gx53mSeZuQ,NCT U,65,4240179,k-pop,11038184,872809,110874,0.87
7f4ignuCJhLXfZ9giKT7rH,NCT 127,69,7292463,k-pop,9591714,857211,78906,0.49
5odf7hjI7hyvAw66tmxhGF,Roger Daltrey,33,123685,album rock,4433402,347142,54617,0.46
